protein_mention_id,doi,name,abbreviation,species_or_source,role,query,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,reviewed,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,pdb_cross_refs,result_count
1775,10.1002/rcm.2793,human serum albumin,HSA,human,model protein and non-glycated comparator,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1776,10.1002/rcm.2793,glycated human serum albumin,glycated HSA,human,target protein,human serum albumin glycated,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1777,10.1002/rcm.2793,albumin,,serum,glycation model and detected protein,serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1778,10.1002/rcm.2793,hemoglobin,,blood,example glycated blood protein in introduction,human hemoglobin blood,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1779,10.1002/rcm.2793,N-protein standard SL mixture,,DADE Behring standard,protein mixture sample,N-protein standard SL mixture DADE Behring standard,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1780,10.1002/rcm.2793,serum proteins,,serum,complex biological sample,serum proteins,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1332,10.1002/slct.202001959,albumin,,,protein source for acidic degradation lysate matrix,albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1333,10.1002/slct.202001959,albumin lysate,,acid-degraded albumin solution,complex lysate matrix for phospho-threonine extraction,albumin lysate acid-degraded albumin solution,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1334,10.1002/slct.202001959,phosphorylated proteins / peptides,,,intended phosphoproteomic analyte class,phosphorylated proteins / peptides,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2500,10.1002/smll.201700467,bovine serum albumin,BSA,bovine,protein component of cationized BSA-NH2 and BSA-NH2/PNIPAAm membrane nanoconjugates,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2501,10.1002/smll.201700467,cationized bovine serum albumin,BSA-NH2,bovine,amine-functional hydrogel precursor and proteinosome membrane component,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2502,10.1002/smll.201700467,glucose oxidase,GOx,,encapsulated enzyme that generated gluconic acid with glucose,glucose oxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2007,10.1002/smll.201902927,glucose oxidase,GOx,,model enzyme immobilized in HZIF-8 or on ZIF-8,glucose oxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2008,10.1002/smll.201902927,horseradish peroxidase,HRP,horseradish,model enzyme immobilized in HZIF-8 or on ZIF-8,horseradish peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1635,10.1002/smll.202002621,bovine serum albumin,BSA,bovine,"hydrogel backbone, nanocluster template",bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1636,10.1002/smll.202002621,human serum albumin,HSA,human,protein interferent / biofouling challenge,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1637,10.1002/smll.202002621,immunoglobulin,IgG,,protein interferent / biofouling challenge,immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1638,10.1002/smll.202002621,hemoglobin,Hb,,protein interferent / biofouling challenge,hemoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1227,10.1002/smll.202004702,bovine serum albumin,BSA,bovine,nonspecific adsorption target and blocking protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1228,10.1002/smll.202004702,human immunoglobulin G,hIgG,human,antibody adsorption target and immobilized primary antibody,human immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1229,10.1002/smll.202004702,anti-human IgG gamma-chain specific antibody,anti-hIgG,rabbit,specific secondary antibody,rabbit anti-human IgG gamma-chain specific antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3106,10.1002/smll.202105157,anti-fluorescein single-chain variable fragment,alpha-Flu scFv,derived from FITC-E2 scFv; grafted into 4D5 framework,hydrogel affinity protein component,anti-fluorescein single-chain variable fragment derived from FITC-E2 scFv; grafted into 4D5 framework,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3107,10.1002/smll.202105157,anti-fluorescein PASylated single-chain variable fragment,alpha-Flu(H69A)-PAS,engineered scFv produced in E. coli,nanoparticle shielding protein,anti-fluorescein PASylated single-chain variable fragment engineered scFv produced in E. coli,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3108,10.1002/smll.202105157,anti-biotin single-chain variable fragment,alpha-Biotin scFv,humanized from a biotin-binding murine monoclonal antibody by CDR grafting into 4D5 framework,biotin-binding affinity protein,anti-biotin single-chain variable fragment humanized from a biotin-binding murine monoclonal antibody by CDR grafting into 4D5 framework,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3109,10.1002/smll.202105157,bovine serum albumin,BSA,bovine,ELISA/BLI immobilized ligand carrier and blocking protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2922,10.1002/smll.202503990,DNase I,DNase I,,endogenous enzyme challenge in simulated biological samples; not an adsorption target,DNase I,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2923,10.1002/smll.202503990,proteases,,,general enzyme class mentioned as present in complex biological samples,proteases,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2924,10.1002/smll.202503990,streptavidin-alkaline phosphatase,,,"literature example of enzyme-mediated signal amplification, not used for adsorption in this study",streptavidin alkaline phosphatase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2925,10.1002/smll.202503990,Phi29 polymerase,Phi29,,"literature example of polymerase used for rolling circle amplification, not used for adsorption in this study",Phi29 DNA polymerase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2074,10.1002/smll.202511661,carbonic anhydrase,CA,,enzyme mimicked by Zn2+-containing peptide hydrogel,carbonic anhydrase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2075,10.1002/smll.202511661,laccase,,,enzyme mimicked by Cu2+-containing peptide hydrogel,laccase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2076,10.1002/smll.202511661,hydrolase,,,enzyme class mimicked by peptide hydrogel,hydrolase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2108,10.1002/smll.202512624,bovine serum albumin,BSA,bovine,model protein cargo and protein-capture assay target,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2109,10.1002/smll.202512624,Alexa Fluor 488-labeled bovine serum albumin,AF488-BSA,bovine,fluorescent model protein cargo,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2110,10.1002/smll.202512624,botulinum neurotoxin type A light chain,BTX,,labile recombinant protein and enzymatic activity model,botulinum neurotoxin type A light chain,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2111,10.1002/smll.202512624,human granulocyte colony-stimulating factor,G-CSF,human,recombinant protein cargo panel member,human granulocyte colony-stimulating factor,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2112,10.1002/smll.202512624,human fibroblast growth factor-2,FGF-2,human,recombinant protein cargo panel member,human fibroblast growth factor 2,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2113,10.1002/smll.202512624,human interferon alpha-2a,IFN,human,labile recombinant therapeutic cytokine,human interferon alpha-2a,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2114,10.1002/smll.202512624,human vascular endothelial growth factor,VEGF,human,recombinant protein cargo panel member,human vascular endothelial growth factor,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2115,10.1002/smll.202512624,fibroblast growth factor-21,FGF-21,,recombinant protein cargo panel member,fibroblast growth factor 21,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2116,10.1002/smll.202512624,SARS-CoV-2 spike receptor-binding domain,RBD,SARS-CoV-2,viral antigen and vaccine cargo,SARS-CoV-2 spike receptor-binding domain,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2599,10.1002/smll.202512777,Taq DNA polymerase,Taq,Thermus aquaticus; commercial sources including Bio-Helix and other Taq-family suppliers,primary protein target,Thermus aquaticus DNA polymerase I Thermus aquaticus; commercial sources including Bio-Helix and other Taq-family suppliers,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2600,10.1002/smll.202512777,Pfu DNA polymerase,Pfu,Pyrococcus furiosus,polymerase comparator,Pyrococcus furiosus DNA polymerase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2601,10.1002/smll.202512777,hot-start antibodies,,commercial/literature antibody-based systems,comparator inhibitor protein,hot-start antibodies commercial/literature antibody-based systems,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1254,10.1002/sstr.202600004,lysozyme,,hen egg white,model template protein and adsorption/footprinting target,hen egg white lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1255,10.1002/sstr.202600004,cytochrome c,,,nontemplate comparator protein,cytochrome c,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1256,10.1002/sstr.202600004,trypsin,,,nontemplate comparator protein and digestion enzyme,trypsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1257,10.1002/sstr.202600004,peroxidase,,,nontemplate comparator protein,peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1258,10.1002/sstr.202600004,HEK293T lysate proteins,,human HEK293T cells,proteome template and complex adsorption target mixture,human HEK293T proteome human HEK293T cells,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1259,10.1002/sstr.202600004,FKBP1A,FKBP1A,human HEK293T lysate,rapamycin-responsive protein,human FKBP1A human HEK293T lysate,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1260,10.1002/sstr.202600004,FKBP1B,FKBP1B,human HEK293T lysate,rapamycin-responsive protein,human FKBP1B human HEK293T lysate,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1261,10.1002/sstr.202600004,FKBP3,FKBP3,human HEK293T lysate,rapamycin-responsive protein,human FKBP3 human HEK293T lysate,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1262,10.1002/sstr.202600004,FKBP4,FKBP4,human HEK293T lysate,rapamycin-responsive protein,human FKBP4 human HEK293T lysate,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1263,10.1002/sstr.202600004,FKBP5,FKBP5,human HEK293T lysate,rapamycin-responsive protein,human FKBP5 human HEK293T lysate,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1264,10.1002/sstr.202600004,FKBP10,FKBP10,human HEK293T lysate,rapamycin-responsive protein,human FKBP10 human HEK293T lysate,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1265,10.1002/sstr.202600004,mTOR,mTOR,human HEK293T lysate,expected rapamycin complex partner not confidently identified,human mTOR human HEK293T lysate,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1266,10.1002/sstr.202600004,Lys-C,Lys-C,,digestion enzyme,Lys-C endoproteinase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3319,10.1002/star.202000217,α-amylase,α-amylase,Aspergillus oryzae,adsorbed/immobilized enzyme target,alpha-amylase Aspergillus oryzae,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2071,10.1002/term.1584,recombinant human bone morphogenetic protein-2,rhBMP-2,human recombinant; Pfizer InductOs,hydrogel-delivered growth factor,human BMP2 human recombinant; Pfizer InductOs,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2072,10.1002/term.1584,125I-labelled recombinant human bone morphogenetic protein-2,125I-rhBMP-2,human recombinant; radioiodinated in study,radiolabelled tracer for release and retention,human BMP2 human recombinant; radioiodinated in study,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2073,10.1002/term.1584,alkaline phosphatase,ALP,W20-17 cell assay enzyme activity,bioactivity response marker,alkaline phosphatase W20-17 cell assay enzyme activity,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1267,10.1007/s00216-004-2850-4,staphylococcal enterotoxin B,SEB,,immobilized protein toxin target,staphylococcal enterotoxin B,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1268,10.1007/s00216-004-2850-4,cholera toxin,CT,,immobilized protein toxin target,cholera toxin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1269,10.1007/s00216-004-2850-4,anti-toxin antibodies,,,detection antibody,anti-toxin antibody IgG,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1270,10.1007/s00216-004-2850-4,streptavidin,,,QD coating for binding biotinylated antibodies,streptavidin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1118,10.1007/s00216-007-1584-5,trypsin,,porcine pancreas,immobilized enzyme and adsorption/immobilization target,porcine pancreas trypsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1119,10.1007/s00216-007-1584-5,cytochrome C,,horse-heart,digestion substrate and potential fouling sample,horse cytochrome c horse-heart,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1120,10.1007/s00216-007-1584-5,myoglobin,,horse skeletal muscle,digestion substrate and potential fouling sample,horse myoglobin horse skeletal muscle,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1121,10.1007/s00216-007-1584-5,insulin B chain,,oxidized insulin B,model substrate for reactor activity characterization,insulin B chain oxidized insulin B,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1299,10.1007/s00216-007-1745-6,hen egg albumin,HEA,hen egg,hydrogel structural protein,hen egg albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1300,10.1007/s00216-007-1745-6,glucose oxidase,GOD,,integrated enzyme,glucose oxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1301,10.1007/s00216-007-1745-6,horseradish peroxidase,HRP,horseradish,integrated enzyme,horseradish peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1302,10.1007/s00216-007-1745-6,savinase,,Novozymes Biopharma AB,immobilized protease,savinase Novozymes Biopharma AB,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1303,10.1007/s00216-007-1745-6,esperase,,Novozymes Biopharma AB,immobilized protease,esperase Novozymes Biopharma AB,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1304,10.1007/s00216-007-1745-6,staphylococcal enterotoxin B,SEB,Staphylococcus aureus,protein substrate,staphylococcal enterotoxin B Staphylococcus aureus,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1354,10.1007/s00216-017-0237-6,trypsin,,porcine,enzyme loaded into hydrogel discs for protein digestion,porcine trypsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1355,10.1007/s00216-017-0237-6,cardiac myxoma tissue proteins,,human cardiac myxoma tumor tissue,complex protein mixture digested and quantified,Homo sapiens proteome human cardiac myxoma tumor tissue,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
